PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,ObjectID,x,y
BW-0115,,405227,3706750,5325,,,,211MVRD/110ALVM,965,-106.0202646,33.49608254
ED-0355,,593901,3551170,2985,,,698,312RSLR,966,-104.004895,32.09293871
EB-257,3.54832E+14,418507,3963217,7023.26,RG-17341,130,130,121TSUQa,967,-105.9020315,35.80970505
TB-0039,,430491,3720098,5958.32,X,120,120,112QTBF,968,-105.7493541,33.61840632
TO-0473,,410874,3878560,6200.84,,,,112QTBF,969,-105.9772442,35.04581823
QU-114,,445990,4060706,7370.95,RG-09848,105,105,,970,-105.604582,36.69047273
HS-087,,289534,3667662,4239,X,205,205,,971,-107.2560198,33.1272807
EB-349,,414128,3935252,6671.68,X,,,112ANCH,972,-105.9475098,35.55722206
CX-0003,,575794,4086760,7970,,,225,000EXRV/121OGLL ,973,-104.1490196,36.92382887
SM-0235,3.25324E+14,454663,3639181,6584.11,PN-00146,100,100,300YESO,974,-105.4847304,32.88986481
TV-186,,440972,4023357,6903.48,RG-80614,280,280,112LAMA,975,-105.657892,36.35348953
DA-0077,,307904,3572520,4465,,,172,,976,-107.0396128,32.2729831
UC-0076,3.64343E+14,625527,4066465,5914.98,X,180,180,211DKOT,977,-103.5941077,36.73561933
BC-0332,,377682,3891460,6846,,,340,,978,-106.3430121,35.15863252
SO-0026,,351680,3808890,5217,,,420,112SNTF,979,-106.6138449,34.4108341
HS-080,,290097,3666867,4269.13,X,,,,980,-107.2498061,33.12022429
BC-0054,,381156,3888180,6876,S-01439,460,460,,981,-106.304406,35.12948049
SM-0019,,429141,3641987,8779,PN-00926,240,240,300YESO,982,-105.7577977,32.9138189
BC-0163,,375624,3892580,7071,S-01295,85,85,,983,-106.3657713,35.16847634
QY-0059,,608902,3885810,4240,,174,174,220ENRD,984,-103.8050238,35.10923961
BW-0751,,592465,3874280,4367,,,172,231DCKM,985,-103.9866456,35.00692951
SD-0228,,395452,3880560,6479.23,X,143,143,050QUAL,986,-106.146565,35.0623696
MI-0196,,497174,3942077,6806.21,,,160,211DKOT/217PRGR,987,-105.0312172,35.6224792
BC-0102,,379075,3872220,7561,RG-44390,600,600,,988,-106.3249145,34.98535417
MI-0118,,585987,3925621,4247.15,,,80,231CHNL,989,-104.0522619,35.47038451
QY-0100,,638640,3886070,3950,,114,114,231CHNL,990,-103.4787553,35.10792812
EB-404,,403012,3927884,6137.67,RG-23418,150,150,112ANCH,991,-106.0692627,35.48977274
CX-0011,,587282,4067160,6800,,,18,110ALVM,992,-104.0223032,36.74617296
AR-0068,,234296,4081460,5654.45,X,,31,,993,-107.9797057,36.84173536
DA-0113,,335386,3561690,3845,,,147,112SNTF,994,-106.7460768,32.17970098
SO-0228,,322366,3733206,4488.1,X,50,49,,995,-106.917225,33.72401698
SD-0003,,382521,3847170,6734.57,X,200,200,325MDER,996,-106.2836517,34.7599256
SD-0206,,378642,3883540,6951.68,X,400,400,325MDER,997,-106.3313118,35.08735155
TO-0105,,408852,3827970,6080,,,,112QTBF,998,-105.9939178,34.58950071
BW-0410,,410455,3630430,4140.72,,,260,110ALVM,999,-105.9564905,32.80821163
CX-0002,,567435,4083960,8140,,,200,121OGLL/000EXRV,1000,-104.2431132,36.89922556
DA-0080,,323219,3573460,4180,,,330,112SNTF,1001,-106.8772567,32.28397979
SD-0328,,369040,3907820,5883.4,X,89,89,110ALVM/231CHNL,1002,-106.440477,35.30501672
QY-0683,,598718,3843260,4780,,,,121OGLL,1003,-103.9217838,34.72666071
AS-050,,444841,4042160,7421.44,RG-62458,800,800,,1004,-105.6161118,36.52322373
QY-0206,,608817,3893140,4050,,40,40,220ENRD,1005,-103.8049907,35.1753307
TB-0085,,403999,3640809,4218.43,T-04386 S-6,290,290,112QTBF,1006,-106.026519,32.90127555
BC-0143,,358336,3895900,5411,RG-60929,,711,,1007,-106.5561212,35.19611357
TC-233,,411193,4078883,9253.97,RG-24777,50,50,,1008,-105.9961642,36.85169504
EB-328,,397578,3942243,6374.82,RG-75421,560,510,121TSUQs,1009,-106.1309771,35.61867139
QY-0700,,600202,3841880,4760,,122,122,121OGLL,1010,-103.9057417,34.71407381
QY-0501,,657720,3945410,4395.08,,208,208,121OGLL,1011,-103.2580179,35.63993641
TO-0301,,401907,3852610,6150.08,,,315,112QTBF,1012,-106.0725001,34.81102232
BC-0063,,378918,3888420,6856,S-02071,385,385,,1013,-106.328999,35.13137721
QU-096,,445925,4063358,7575,X,81,81,,1014,-105.6054971,36.71437516
PC-072,,367641,3907200,6017,RG-26806,250,250,221MRSN/BBSN,1015,-106.4557605,35.29924375
QY-0571,,607581,3836140,4690,,105,105,121OGLL,1016,-103.8259039,34.66157161
TB-0212,,420513,3739190,5600.93,X,56,56,112QTBF,1017,-105.8586239,33.78988608
AH-012,,441849,4042392,7011,RG-52714,115,115,,1018,-105.6495467,36.52513781
PC-098,,373051,3911207,6060,RG-68220,350,350,122SNTFP,1019,-106.3968958,35.33606548
QU-032,,445410,4056702,8124,RG-52460,172,140,,1020,-105.6107887,36.65434587
QY-0523,,676324,3947060,4159.92,,65,65,110ALVM/121OGLL,1021,-103.0522794,35.65165877
SA-0056,3.35243E+14,207054,3753340,6810.74,X,200,200,112QTBFlac,1022,-108.1671408,33.87976229
QY-0397,,651428,3902120,4100,,33,33,231CHNL,1023,-103.3355395,35.25075096
ED-0053,,579663,3617930,3460,,,160,312RSLR,1024,-104.1501445,32.69622676
EB-068,,417500,3955240,7139.87,RG-27555,455,455,123ESPN,1025,-105.9123545,35.73770714
BC-0090,,374926,3888900,6949,S-00428 POD3,300,300,,1026,-106.3728766,35.13521589
SD-0034,,394363,3854620,6391.25,X,,,325MDER,1027,-106.1552204,34.82838937
ED-0207,,573484,3585620,3100,,,90,110ALVM,1028,-104.2185874,32.40521393
QU-173,,448618,4065669,7886.85,RG-79570,500,500,,1029,-105.5754999,36.73535698
TC-229,3.65444E+14,427538,4085394,7641.69,RG-37144,363,363,000EXRV,1030,-105.8134622,36.91177824
AR-0050,,219667,4073420,5463.287,X,,,,1031,-108.1405826,36.76514304
EB-237,3.54011E+14,410148,3948186,6761.54,RG-04082,273,273,121TSUQs,1032,-105.9928589,35.67347117
ED-0324,,555598,3567630,3790,,,,110ALVM,1033,-104.409829,32.24396426
QY-0087,,637072,3883340,4070,,232,232,231CHNL,1034,-103.4964071,35.08353405
HS-027,,289217,3667804,4250.93,X,,19,,1035,-107.2594482,33.128499
BC-0204,,374864,3886990,6729.43,,,,,1036,-106.3732678,35.11799019
ED-0273,,534947,3570640,4250,,,60,313CKBF,1037,-104.6289267,32.27195194
QY-0830,,629625,3857380,4830,,189,189,121OGLL,1038,-103.582112,34.85049736
EB-114,,404980,3939648,6346.14,RG-35281,320,320,121TSUQs,1039,-106.0489498,35.59601689
SD-0260,,377427,3892100,6848.93,X,135,135,110ALVM,1040,-106.3459063,35.16437087
SA-0001,3.41611E+14,256701,3795438,7037.32,X,,,112QTBF,1041,-107.6427014,34.27165906
BW-0042,,362604,3580160,4110,,,452,110ALVM,1042,-106.4601278,32.34992832
BC-0324,,378963,3885200,6849,,,375,,1043,-106.3280339,35.10235485
QY-0003,,585155,3884670,4310,,340,340,231CHNL,1044,-104.0656827,35.10124978
SM-0087,,439525,3640142,8189.16,PN-00136,200,200,300YESO,1045,-105.6466337,32.89780095
DA-0150,,345260,3550650,3818,,,,050QUAL,1046,-106.6395987,32.08154541
TB-0225,,426186,3716722,6102.72,X,180,180,120TSBV_Lower,1047,-105.7954809,33.58766956
MI-0086,,468880,3924739,6980.7,,,432,300YESO,1048,-105.3429984,35.46566558
TB-0006,,405269,3661640,4525.2,T-00025 AA,440,440,112QTBF,1049,-106.01509,33.08926045
SD-0134,,375140,3886770,6736.61,X,35,35,110ALVM,1050,-106.3702065,35.11604123
JM-004,,316195,3634692,4399.49,LRG-07303,365,365,,1051,-106.9638006,32.83490039
BC-0257,,366007,3879890,5961.94,RG-87064 POD2,510,510,,1052,-106.4692898,35.05284836
QY-0866,,607488,3860320,4450,,164,164,231CHNL,1053,-103.8238294,34.87958543
TO-0140,,396542,3839320,6220,,,150,112QTBF,1054,-106.1295153,34.69066789
AR-0101,,243570,4091280,5841.28,X,,,,1055,-107.8791459,36.93270731
EB-377,,399150,3933319,6051.51,RG-45724,65,65,112TRTO,1056,-106.1125085,35.53838435
TV-187,,442824,4026031,6806.66,RG-90026,100,100,112LAMA,1057,-105.6374487,36.37770706
BC-0187,,379257,3885320,7004,S-01079,505,505,,1058,-106.3248264,35.10347192
DA-0017,,285961,3604450,4650,,,,112SNTF,1059,-107.2796747,32.55682649
PB-0016,,379241,3937943,5251,RG-81611,170,170,,1060,-106.3327703,35.57784016
BW-0402,,410462,3631240,4160.53,,,240,110ALVM,1061,-105.956494,32.81551791
AR-0067,,235954,4082950,5720.78,SJ-03543,61,61,,1062,-107.9616528,36.85561364
QY-0402,,655761,3898360,4140,,44,44,110ALVM/231CHNL,1063,-103.2886427,35.2161975
TB-0301,,397688,3671678,4323.52,T-03901,43,43,,1064,-106.0974371,33.17910059
CX-0113,,541819,4070490,6490,,,17,110ALVM,1065,-104.5313595,36.77928565
CX-0031,,585427,4053910,6840,,,20,110ALVM,1066,-104.0445583,36.62691101
ED-0027,,568495,3636930,3487.1,,,,313CKBF,1067,-104.2678761,32.86835655
BC-0308,,378434,3890150,7459,RG-58610,,225,,1068,-106.3345646,35.14691442
ED-0043,,590649,3621700,3430,,,,231DCKM,1069,-104.0325896,32.72938153
HS-071,,289470,3667668,4242.57,X,,,,1070,-107.2567067,33.12732235
MI-0054,,470878,3916027,6209.25,,,38,321SGDC,1071,-105.3206663,35.38717296
QY-0554,,589401,3832430,4890,,86,86,121OGLL,1072,-104.0246786,34.62986901
SD-0326,,369251,3908220,5824.86,X,100,100,221MRSN,1073,-106.4382207,35.30864999
SV-0061,,379200,3898139,6601.95,RG-77058,,360,325MDER,1074,-106.327328,35.21902554
ED-0146,,572824,3589540,3112,,,,110ALVM,1075,-104.225303,32.44061716
