PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,ProjectName,MonitoringStatus,ObjectID,x,y
SV-0030,,377508,3899590,6688.12,RG-68733,425,425,325MDER,Water Level Network,H,609,-106.3461308,35.2319005
SV-0031,,376748,3899282,6699.29,RG-75185 POD2,420,420,325MDER,Water Level Network,H,610,-106.3544345,35.22903085
SV-0040,,378764,3901628,6408.18,RG-67549,300,300,310ABO,Water Level Network,H,611,-106.3326319,35.25042504
SV-0041,,380430,3900433,6373.33,RG-71186,140,140,325MDER,Water Level Network,H,612,-106.3141498,35.23985273
SV-0045,,379889,3899379,6653.41,RG-84686,505,505,325MDER,Water Level Network,H,613,-106.3199403,35.23028654
SV-0052,,378310,3898762,6633.71,RG-70689,400,400,325MDER,Water Level Network,H,614,-106.3371969,35.22453407
SV-0054,,377943,3898868,6641.72,RG-95384,420,420,325MDER,Water Level Network,H,615,-106.3412444,35.22544501
SV-0058,,379020,3898592,6578.15,RG-77717,340,340,325MDER,Water Level Network,H,616,-106.329372,35.22308749
SV-0066,,380320,3901402,6340.89,RG-67402,375,375,325MDER,Water Level Network,H,617,-106.3154995,35.24857484
SV-0068,,378118,3899459,6571.67,RG-73945,370,370,325MDER,Water Level Network,H,618,-106.3394094,35.23079395
SV-0071,,377981,3899322,6610.23,RG-67192,370,370,325MDER,Water Level Network,H,619,-106.3408943,35.22954227
SV-0083,,377223,3898866,6951.8,RG-70986,505,503,325MDER,Water Level Network,H,620,-106.3491539,35.22533907
SV-0087,,378533,3900750,6494.39,RG-74771,300,300,325MDER,Water Level Network,H,621,-106.3350407,35.24248221
SV-0089,,378714,3901088,6445.28,RG-72122,260,250,310ABO,Water Level Network,H,622,-106.3331017,35.24555108
SV-0090,,378878,3900959,6464.61,RG-81407,240,240,325MDER,Water Level Network,H,623,-106.3312805,35.24440804
SV-0091,,378987,3900837,6453.33,RG-75945,190,,325MDER,Water Level Network,H,624,-106.3300648,35.24332142
SV-0095,,379510,3901364,6390.63,RG-74082,180,180,310ABO,Water Level Network,H,625,-106.3243952,35.24813518
SV-0101,,380029,3900591,6398.75,RG-64869,200,200,325MDER,Water Level Network,H,626,-106.318579,35.24122912
SV-0105,,380978,3898094,6461.79,RG-88101,245,245,325MDER,Water Level Network,H,627,-106.3077899,35.21883248
SV-0109,,380126,3897944,6606.01,RG-65693,350,350,325MDER,Water Level Network,H,628,-106.3171274,35.21737879
SV-0111,,379581,3898270,6652.27,RG-76946,540,520,325MDER,Water Level Network,H,629,-106.3231619,35.22025229
SV-0115,,379405,3898713,6588.12,RG-88831,365,365,325MDER,Water Level Network,H,630,-106.3251602,35.22422465
SV-0119,,377851,3900238,6569.71,RG-88214,335,335,325MDER,Water Level Network,H,631,-106.3424586,35.23778383
SV-0120,,377498,3900986,6564.83,RG-67808,250,250,325MDER/310ABO,Water Level Network,H,632,-106.3464486,35.24448365
SV-0121,,377415,3901138,6558.88,RG-89665,300,300,310ABO,Water Level Network,H,633,-106.3473834,35.24584371
SV-0131,,377378,3900923,6581.95,RG-89023,362,362,325MDER,Water Level Network,H,634,-106.3477579,35.24390105
SV-0141,,380814,3901173,6335.03,RG-76855 POD1,300,300,325MDER,Water Level Network,H,635,-106.3100377,35.24656936
SV-0145,,380307,3901176,6265.43,RG-76855 POD2,400,400,325MDER,Water Level Network,H,636,-106.3156095,35.24653596
TC-316,,444117,4089815,7596.75,RG-01441 S9,384,384,120SRVB/110PTODC,Water Level Network,DA,638,-105.6276861,36.95275767
WL-0005,,433086,4037432,7022.21,RG-84565,734,717,112SNTF,Water Level Network,A,640,-105.7469912,36.47985311
WL-0016,,405105,3829160,6098,E-01599-S,240,240,300YESO,Water Level Network,W,641,-106.0349037,34.59989085
WL-0026,,283917,3894707,6215,RG-29350,550,550,221WSRC,Water Level Network,A,642,-107.3727493,35.17210789
WL-0030,,394907,3918062,6099,RG-26824,840,840,,Water Level Network,A,643,-106.157333,35.40040327
WL-0031,,394903,3918077,6101,RG-26824 POD5,790,785,,Water Level Network,A,644,-106.157379,35.40053808
WL-0055,,463750,3965246,7421.73,CR-02382,,,111ALVM,Water Level Network,H,645,-105.4013602,35.83071306
WL-0056,,462941,3963616,7588.89,CR-02383,,,410PRCG,Water Level Network,H,646,-105.4102414,35.81598677
WL-0078,,282312,3898321,6535.29,X,860,860,211DKOT,Water Level Network,A,647,-107.3913139,35.20432104
WL-0080,,432576,3934540,7338.17,UP-04657 POD2,900,880,310SGRC,Water Level Network,W,648,-105.7439152,35.55223055
WL-0109,,206430,3801243,7428,,360,354,,Water Level Network,A,656,-108.1900366,34.31094731
WL-0115,,636376,4033001,5451,CT-01370,205,205,211DKOT,Water Level Network,W,657,-103.4785674,36.43254909
WL-0137,,441259,4050161,7320,RG-85250,154,154,112QTBF,Water Level Network,A,662,-105.656729,36.59513543
WL-0142,,371534,3908088,6152,X,,,,Water Level Network,A,663,-106.4130943,35.30775614
WL-0145,,371411,3909895,5848,RG-45642,165,165,,Water Level Network,A,664,-106.4147306,35.32402901
WL-0147,,364416,3908000,5543,RG-85284,790,790,,Water Level Network,A,665,-106.4913525,35.30602279
WL-0149,,427792,3936558,7281,X,,,,Water Level Network,A,666,-105.7968739,35.57008712
WL-0152,,356540,3963133,8102,RG-30359 POD2,400,400,,Water Level Network,W,667,-106.5877256,35.80184645
WL-0153,,356578,3963405,8028,RG-30359 POD5,366,366,,Water Level Network,A,668,-106.5873539,35.80430348
WL-0155,,363362,3908860,5423,,,,,Water Level Network,D,669,-106.5030857,35.31363121
WL-0157,,368338,3907364,5985,RG-28291-S2,,,,Water Level Network,A,670,-106.4481231,35.30081408
WL-0159,,369317,3907499,5951,,,,,Water Level Network,A,671,-106.4373799,35.30215943
