"","facility_id","sys_loc_code","loc_name","data_provider","subfacility_code","loc_desc","loc_type","loc_purpose","loc_type_2","loc_major_basin","within_facility_yn","loc_county_code","loc_district_code","loc_state_code","loc_minor_basin","custom_field_1","stream_code","custom_field_2","stream_mile","custom_field_3","custom_field_4","phase_code","custom_field_5","remark_1","bore_id","remark_2","start_date","end_date","drilling_method","geologist","sampling_method","drawing_checker","drawing_check_date","drawing_editor","drawing_edit_date","driller","units","depth_to_bedrock","log_date","total_depth","bearing","approved","plunge","drilling_subcontractor","engineer_subcontractor","engineer","estab_company_code","excav_company_code","inspector","inspect_subcontractor","ebatch","map_code","parent_loc_code","status_flag","timezone_code","euid","land_use","hole_diameter","hole_diameter_unit","alert_purge_criteria","offset","station","route"
"204",1,"GARFIELD3","GARFIELD PARK WELL 3",NA,"USGS","DEEP REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920330,NA,NA,NA,NA,NA,NA,NA
"205",1,"GTE4","GENERAL TELEPHONE AND ELECTRONIC CORP 4",NA,"GTE","SHALLOW REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920331,NA,NA,NA,NA,NA,NA,NA
"206",1,"GWEX1","LALF GROUNDWATER EXTRACTION WELL 1",NA,"LALF EXTRACTION SYS","LALF GWTS","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920332,NA,NA,NA,NA,NA,NA,NA
"207",1,"GWEX2","LALF GROUNDWATER EXTRACTION WELL 2",NA,"LALF EXTRACTION SYS","LALF GWTS","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920333,NA,NA,NA,NA,NA,NA,NA
"208",1,"GWEX3","LALF GROUNDWATER EXTRACTION WELL 3",NA,"LALF EXTRACTION SYS","LALF GWTS","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920334,NA,NA,NA,NA,NA,NA,NA
"209",1,"GWEX4","LALF GROUNDWATER EXTRACTION WELL 4",NA,"LALF EXTRACTION SYS","LALF GWTS","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11395,NA,NA,"A",NA,1920335,NA,NA,NA,NA,NA,NA,NA
"210",1,"GWTS","GROUNDWATER TREATMENT SYSTEM",NA,"LALF","TREATMENT","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920336,NA,NA,NA,NA,NA,NA,NA
"211",1,"GWTSE","REEVES TREATMENT PANT EFFLUENT",NA,"RVS","GROUNDWATER TREATMENT SYSTEM","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11395,NA,NA,"A",NA,1920337,NA,NA,NA,NA,NA,NA,NA
"212",1,"GWTSI","GROUND WATER TREATMENT SYSTEM INFFLUENT",NA,"LALF_GWTS","GROUNDWATER MONITORING POINT AT GWTS","LALF GWM","Monitoring Well",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11619,NA,NA,"A",NA,1920338,NA,NA,NA,NA,NA,NA,NA
"213",1,"HUNTERSN1P1","USGS HUNTERS RIDGE N1P1",NA,"USGS","DEEP REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920339,NA,NA,NA,NA,NA,NA,NA
"214",1,"HUNTERSN1P2","USGS HUNTERS RIDGE N1P2",NA,"USGS","DEEP REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920340,NA,NA,NA,NA,NA,NA,NA
"215",1,"HUNTERSN1P3","USGS HUNTERS RIDGE N1P3",NA,"USGS","DEEP REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920341,NA,NA,NA,NA,NA,NA,NA
"216",1,"HUNTERSN2P1","USGS HUNTERS RIDGE N2P1",NA,"USGS","DEEP REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920342,NA,NA,NA,NA,NA,NA,NA
"217",1,"HUNTERSN2P2","USGS HUNTERS RIDGE N2P2",NA,"USGS","DEEP REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920343,NA,NA,NA,NA,NA,NA,NA
"218",1,"HUNTERSN2P3","USGS HUNTERS RIDGE N2P3",NA,"USGS","DEEP REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920344,NA,NA,NA,NA,NA,NA,NA
"219",1,"IV01","LFG Extraction System Isolation Valve",NA,"LALF EXTRACTION SYS","Isolation Valve","IV",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920345,NA,NA,NA,NA,NA,NA,NA
"220",1,"IV02","LFG Extraction System Isolation Valve",NA,"LALF EXTRACTION SYS","Isolation Valve","IV",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920346,NA,NA,NA,NA,NA,NA,NA
"221",1,"IV03","LFG Extraction System Isolation Valve",NA,"LALF EXTRACTION SYS","Isolation Valve","IV",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920347,NA,NA,NA,NA,NA,NA,NA
"222",1,"IV04","LFG Extraction System Isolation Valve",NA,"LALF EXTRACTION SYS","Isolation Valve","IV",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920348,NA,NA,NA,NA,NA,NA,NA
"223",1,"IV05","LFG Extraction System Isolation Valve",NA,"LALF EXTRACTION SYS","Isolation Valve","IV",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920349,NA,NA,NA,NA,NA,NA,NA
"224",1,"IV06","LFG Extraction System Isolation Valve",NA,"LALF EXTRACTION SYS","Isolation Valve","IV",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920350,NA,NA,NA,NA,NA,NA,NA
"225",1,"IV07","LFG Extraction System Isolation Valve",NA,"LALF EXTRACTION SYS","Isolation Valve","IV",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920351,NA,NA,NA,NA,NA,NA,NA
"226",1,"IV08","LFG Extraction System Isolation Valve",NA,"LALF EXTRACTION SYS","Isolation Valve","IV",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920352,NA,NA,NA,NA,NA,NA,NA
"227",1,"IV09","LFG Extraction System Isolation Valve",NA,"LALF EXTRACTION SYS","Isolation Valve","IV",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920353,NA,NA,NA,NA,NA,NA,NA
"228",1,"IW01","LFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920354,NA,NA,NA,NA,NA,NA,NA
"229",1,"IW01SUMP","LFG Extraction System Inner Well Sump",NA,"LALF EXTRACTION SYS","Condensate Sump","CS",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920355,NA,NA,NA,NA,NA,NA,NA
"230",1,"IW02","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920356,NA,NA,NA,NA,NA,NA,NA
"231",1,"IW03","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920357,NA,NA,NA,NA,NA,NA,NA
"232",1,"IW03SUMP","LFG Extraction System Inner Well Sump",NA,"LALF EXTRACTION SYS","Condensate Sump","CS",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920358,NA,NA,NA,NA,NA,NA,NA
"233",1,"IW04","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920359,NA,NA,NA,NA,NA,NA,NA
"234",1,"IW05","LFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920360,NA,NA,NA,NA,NA,NA,NA
"235",1,"IW06","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920361,NA,NA,NA,NA,NA,NA,NA
"236",1,"IW07","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920362,NA,NA,NA,NA,NA,NA,NA
"237",1,"IW08","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920363,NA,NA,NA,NA,NA,NA,NA
"238",1,"IW09","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920364,NA,NA,NA,NA,NA,NA,NA
"239",1,"IW1","LALF GROUNDWATER INJECTION WELL 1",NA,"LALF_GWTS","LALF GROUNDWATER TREATMENT SYSTEM","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920365,NA,NA,NA,NA,NA,NA,NA
"240",1,"IW10","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920366,NA,NA,NA,NA,NA,NA,NA
"241",1,"IW11","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920367,NA,NA,NA,NA,NA,NA,NA
"242",1,"IW12","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920368,NA,NA,NA,NA,NA,NA,NA
"243",1,"IW13","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920369,NA,NA,NA,NA,NA,NA,NA
"244",1,"IW14","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920370,NA,NA,NA,NA,NA,NA,NA
"245",1,"IW15","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920371,NA,NA,NA,NA,NA,NA,NA
"246",1,"IW16","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920372,NA,NA,NA,NA,NA,NA,NA
"247",1,"IW17","lFG Extraction System Inner Well",NA,"LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920373,NA,NA,NA,NA,NA,NA,NA
"248",1,"IW18","LFG Extraction System Inner Well","COA","LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","Bernalillo County",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867475,NA,NA,"A",NA,1920374,NA,NA,NA,NA,NA,NA,NA
"249",1,"IW19","LFG Extraction System Inner Well","COA","LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","Bernalillo County",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867475,NA,NA,"A",NA,1920375,NA,NA,NA,NA,NA,NA,NA
"250",1,"IW2","LALF GROUNDWATER INJECTION WELL 2",NA,"LALF_GWTS","LALF GROUNDWATER TREATMENT SYSTEM","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920376,NA,NA,NA,NA,NA,NA,NA
"251",1,"IW20","LFG Extraction System Inner Well","COA","LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","Bernalillo County",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867475,NA,NA,"A",NA,1920377,NA,NA,NA,NA,NA,NA,NA
"252",1,"IW21","LFG Extraction System Inner Well","COA","LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","Bernalillo County",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867475,NA,NA,"A",NA,1920378,NA,NA,NA,NA,NA,NA,NA
"253",1,"IW22","LFG Extraction System Inner Well","COA","LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","Bernalillo County",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867475,NA,NA,"A",NA,1920379,NA,NA,NA,NA,NA,NA,NA
"254",1,"IW23","LFG Extraction System Inner Well","COA","LALF EXTRACTION SYS","Inner Extraction Well","IEW",NA,NA,NA,"Y","Bernalillo County",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867475,NA,NA,"A",NA,1920380,NA,NA,NA,NA,NA,NA,NA
"255",1,"IW3","LALF GROUNDWATER INJECTION WELL 3",NA,"LALF_GWTS","LALF GROUNDWATER TREATMENT SYSTEM","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920381,NA,NA,NA,NA,NA,NA,NA
"256",1,"IW4","LALF GROUNDWATER INJECTION WELL 4",NA,"LALF_GWTS","LALF GROUNDWATER TREATMENT SYSTEM","LALF GWTS","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920382,NA,NA,NA,NA,NA,NA,NA
"257",1,"JMC1","JOHNSON MARCIAL CENTER WELL 1",NA,"JMC","SHALLOW REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920383,NA,NA,NA,NA,NA,NA,NA
"258",1,"JMC2","JOHNSON MARCIAL CENTER WELL 2",NA,"JMC","SHALLOW REGIONAL","GWMW","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381,NA,NA,"A",NA,1920384,NA,NA,NA,NA,NA,NA,NA
"259",1,"LALF01","Los Angeles Landfill Groundwater Well 01",NA,"LALF","LANDFILL","LALF GWM","Monitoring",NA,NA,"Y","BERNALILLO COUNTY",NA,"NM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11459,NA,NA,"A",NA,1920385,NA,NA,NA,NA,NA,NA,NA
