country_cd	state_cd	county_cd	county_nm
US	27	065	Kanabec
US	27	067	Kandiyohi
US	27	069	Kittson
US	27	071	Koochiching
US	27	073	Lac Qui Parle
US	27	075	Lake
US	27	077	Lake Of The Woods
US	27	079	Le Sueur
US	27	081	Lincoln
US	27	083	Lyon
US	27	085	Mcleod
US	27	087	Mahnomen
US	27	089	Marshall
US	27	091	Martin
US	27	093	Meeker
US	27	095	Mille Lacs
US	27	097	Morrison
US	27	099	Mower
US	27	101	Murray
US	27	103	Nicollet
US	27	105	Nobles
US	27	107	Norman
US	27	109	Olmsted
US	27	111	Otter Tail
US	27	113	Pennington
US	27	115	Pine
US	27	117	Pipestone
US	27	119	Polk
US	27	121	Pope
US	27	123	Ramsey
US	27	125	Red Lake
US	27	127	Redwood
US	27	129	Renville
US	27	131	Rice
US	27	133	Rock
US	27	135	Roseau
US	27	137	St. Louis
US	27	139	Scott
US	27	141	Sherburne
US	27	143	Sibley
US	27	145	Stearns
US	27	147	Steele
US	27	149	Stevens
US	27	151	Swift
US	27	153	Todd
US	27	155	Traverse
US	27	157	Wabasha
US	27	159	Wadena
US	27	161	Waseca
US	27	163	Washington
US	27	165	Watonwan
US	27	167	Wilkin
US	27	169	Winona
US	27	171	Wright
US	27	173	Yellow Medicine
US	28	001	Adams
US	28	003	Alcorn
US	28	005	Amite
US	28	007	Attala
US	28	009	Benton
US	28	011	Bolivar
US	28	013	Calhoun
US	28	015	Carroll
US	28	017	Chickasaw
US	28	019	Choctaw
US	28	021	Claiborne
US	28	023	Clarke
US	28	025	Clay
US	28	027	Coahoma
US	28	029	Copiah
US	28	031	Covington
US	28	033	Desoto
US	28	035	Forrest
US	28	037	Franklin
US	28	039	George
US	28	041	Greene
US	28	043	Grenada
US	28	045	Hancock
US	28	047	Harrison
US	28	049	Hinds
US	28	051	Holmes
US	28	053	Humphreys
US	28	055	Issaquena
US	28	057	Itawamba
US	28	059	Jackson
US	28	061	Jasper
US	28	063	Jefferson
US	28	065	Jefferson Davis
US	28	067	Jones
US	28	069	Kemper
US	28	071	Lafayette
US	28	073	Lamar
US	28	075	Lauderdale
US	28	077	Lawrence
US	28	079	Leake
US	28	081	Lee
US	28	083	Leflore
US	28	085	Lincoln
US	28	087	Lowndes
US	28	089	Madison
US	28	091	Marion
US	28	093	Marshall
US	28	095	Monroe
US	28	097	Montgomery
US	28	099	Neshoba
US	28	101	Newton
US	28	103	Noxubee
US	28	105	Oktibbeha
US	28	107	Panola
US	28	109	Pearl River
US	28	111	Perry
US	28	113	Pike
US	28	115	Pontotoc
US	28	117	Prentiss
US	28	119	Quitman
US	28	121	Rankin
US	28	123	Scott
US	28	125	Sharkey
US	28	127	Simpson
US	28	129	Smith
US	28	131	Stone
US	28	133	Sunflower
US	28	135	Tallahatchie
US	28	137	Tate
US	28	139	Tippah
US	28	141	Tishomingo
US	28	143	Tunica
US	28	145	Union
US	28	147	Walthall
US	28	149	Warren
US	28	151	Washington
US	28	153	Wayne
US	28	155	Webster
US	28	157	Wilkinson
US	28	159	Winston
US	28	161	Yalobusha
US	28	163	Yazoo
US	29	001	Adair
US	29	003	Andrew
US	29	005	Atchison
US	29	007	Audrain
US	29	009	Barry
US	29	011	Barton
US	29	013	Bates
US	29	015	Benton
US	29	017	Bollinger
US	29	019	Boone
US	29	021	Buchanan
US	29	023	Butler
US	29	025	Caldwell
US	29	027	Callaway
US	29	029	Camden
US	29	031	Cape Girardeau
US	29	033	Carroll
US	29	035	Carter
US	29	037	Cass
US	29	039	Cedar
US	29	041	Chariton
US	29	043	Christian
US	29	045	Clark
US	29	047	Clay
US	29	049	Clinton
US	29	051	Cole
US	29	053	Cooper
US	29	055	Crawford
US	29	057	Dade
US	29	059	Dallas
US	29	061	Daviess
US	29	063	Dekalb
US	29	065	Dent
US	29	067	Douglas
US	29	069	Dunklin
US	29	071	Franklin
US	29	073	Gasconade
US	29	075	Gentry 
US	29	077	Greene
US	29	079	Grundy
US	29	081	Harrison
US	29	083	Henry
US	29	085	Hickory
US	29	087	Holt
US	29	089	Howard
US	29	091	Howell
US	29	093	Iron
US	29	095	Jackson
US	29	097	Jasper
US	29	099	Jefferson
US	29	101	Johnson
US	29	103	Knox
US	29	105	Laclede
US	29	107	Lafayette
US	29	109	Lawrence
US	29	111	Lewis
US	29	113	Lincoln
US	29	115	Linn
US	29	117	Livingston
US	29	119	Mcdonald
US	29	121	Macon
US	29	123	Madison
US	29	125	Maries
US	29	127	Marion
US	29	129	Mercer
US	29	131	Miller
US	29	133	Mississippi
US	29	135	Moniteau
US	29	137	Monroe
US	29	139	Montgomery
US	29	141	Morgan
US	29	143	New Madrid
US	29	145	Newton
US	29	147	Nodaway
US	29	149	Oregon
US	29	151	Osage
US	29	153	Ozark
US	29	155	Pemiscot
US	29	157	Perry
US	29	159	Pettis
US	29	161	Phelps
US	29	163	Pike
US	29	165	Platte
US	29	167	Polk
US	29	169	Pulaski
US	29	171	Putnam
US	29	173	Ralls
US	29	175	Randolph
US	29	177	Ray
US	29	179	Reynolds
US	29	181	Ripley
US	29	183	St. Charles
US	29	185	St. Clair
US	29	186	Ste. Genevieve
US	29	187	St. Francois
US	29	189	St. Louis
US	29	195	Saline
US	29	197	Schuyler
US	29	199	Scotland
US	29	201	Scott
US	29	203	Shannon
US	29	205	Shelby
US	29	207	Stoddard
US	29	209	Stone
US	29	211	Sullivan
US	29	213	Taney
US	29	215	Texas
US	29	217	Vernon
US	29	219	Warren
US	29	221	Washington
US	29	223	Wayne
US	29	225	Webster
US	29	227	Worth
US	29	229	Wright
US	29	510	St. Louis City
US	30	001	Beaverhead
US	30	003	Big Horn
US	30	005	Blaine
US	30	007	Broadwater
US	30	009	Carbon
US	30	011	Carter
US	30	013	Cascade
US	30	015	Chouteau
US	30	017	Custer
US	30	019	Daniels
US	30	021	Dawson
US	30	023	Deer Lodge
US	30	025	Fallon
US	30	027	Fergus
US	30	029	Flathead
US	30	031	Gallatin
US	30	033	Garfield
US	30	035	Glacier
US	30	037	Golden Valley
US	30	039	Granite
US	30	041	Hill
US	30	043	Jefferson
US	30	045	Judith Basin
US	30	047	Lake
US	30	049	Lewis And Clark
US	30	051	Liberty
US	30	053	Lincoln
US	30	055	Mccone
US	30	057	Madison
US	30	059	Meagher
US	30	061	Mineral
US	30	063	Missoula
US	30	065	Musselshell
US	30	067	Park
US	30	069	Petroleum
US	30	071	Phillips
US	30	073	Pondera
US	30	075	Powder River
US	30	077	Powell
US	30	079	Prairie
US	30	081	Ravalli
US	30	083	Richland
US	30	085	Roosevelt
US	30	087	Rosebud
US	30	089	Sanders
US	30	091	Sheridan
US	30	093	Silver Bow
US	30	095	Stillwater
US	30	097	Sweet Grass
US	30	099	Teton
US	30	101	Toole
US	30	103	Treasure
US	30	105	Valley
US	30	107	Wheatland
US	30	109	Wibaux
US	30	111	Yellowstone
US	30	113	Yellowstone National Park - Part
US	31	001	Adams
US	31	003	Antelope
US	31	005	Arthur
US	31	007	Banner
US	31	009	Blaine
US	31	011	Boone
US	31	013	Box Butte
US	31	015	Boyd
US	31	017	Brown
US	31	019	Buffalo
US	31	021	Burt
US	31	023	Butler
US	31	025	Cass
US	31	027	Cedar
US	31	029	Chase
US	31	031	Cherry
US	31	033	Cheyenne
US	31	035	Clay
US	31	037	Colfax
US	31	039	Cuming
US	31	041	Custer
US	31	043	Dakota
US	31	045	Dawes
US	31	047	Dawson
US	31	049	Deuel
US	31	051	Dixon
US	31	053	Dodge
US	31	055	Douglas
US	31	057	Dundy
US	31	059	Fillmore
US	31	061	Franklin
US	31	063	Frontier
US	31	065	Furnas
US	31	067	Gage
US	31	069	Garden
US	31	071	Garfield
US	31	073	Gosper
US	31	075	Grant
US	31	077	Greeley
US	31	079	Hall
US	31	081	Hamilton
US	31	083	Harlan
US	31	085	Hayes
US	31	087	Hitchcock
US	31	089	Holt
US	31	091	Hooker
US	31	093	Howard
US	31	095	Jefferson
US	31	097	Johnson
US	31	099	Kearney
US	31	101	Keith
US	31	103	Keya Paha
US	31	105	Kimball
US	31	107	Knox
US	31	109	Lancaster
US	31	111	Lincoln
US	31	113	Logan
US	31	115	Loup
US	31	117	Mcpherson
US	31	119	Madison
US	31	121	Merrick
US	31	123	Morrill
US	31	125	Nance
US	31	127	Nemaha
US	31	129	Nuckolls
US	31	131	Otoe
US	31	133	Pawnee
US	31	135	Perkins
US	31	137	Phelps
US	31	139	Pierce
US	31	141	Platte
US	31	143	Polk
US	31	145	Red Willow
US	31	147	Richardson
US	31	149	Rock
US	31	151	Saline
US	31	153	Sarpy
US	31	155	Saunders
US	31	157	Scotts Bluff
US	31	159	Seward
US	31	161	Sheridan
US	31	163	Sherman
US	31	165	Sioux
US	31	167	Stanton
US	31	169	Thayer
US	31	171	Thomas
US	31	173	Thurston
US	31	175	Valley
US	31	177	Washington
US	31	179	Wayne
US	31	181	Webster
US	31	183	Wheeler
US	31	185	York
US	32	001	Churchill
US	32	003	Clark
US	32	005	Douglas
US	32	007	Elko
US	32	009	Esmeralda
US	32	011	Eureka
US	32	013	Humboldt
US	32	015	Lander
US	32	017	Lincoln
US	32	019	Lyon
US	32	021	Mineral
US	32	023	Nye
US	32	027	Pershing
US	32	029	Storey
US	32	031	Washoe
US	32	033	White Pine
US	32	510	Carson City
US	33	001	Belknap
US	33	003	Carroll
US	33	005	Cheshire
US	33	007	Coos
US	33	009	Grafton
US	33	011	Hillsborough
US	33	013	Merrimack
US	33	015	Rockingham
US	33	017	Strafford
US	33	019	Sullivan
US	34	001	Atlantic
US	34	003	Bergen
US	34	005	Burlington
US	34	007	Camden
US	34	009	Cape May
US	34	011	Cumberland
US	34	013	Essex
US	34	015	Gloucester
US	34	017	Hudson
US	34	019	Hunterdon
US	34	021	Mercer
US	34	023	Middlesex
US	34	025	Monmouth
US	34	027	Morris
US	34	029	Ocean
US	34	031	Passaic
US	34	033	Salem
US	34	035	Somerset
US	34	037	Sussex
US	34	039	Union
US	34	041	Warren
US	35	001	Bernalillo
US	35	003	Catron
US	35	005	Chaves
US	35	006	Cibola
US	35	007	Colfax
US	35	009	Curry
US	35	011	De Baca
US	35	013	Dona Ana
US	35	015	Eddy
US	35	017	Grant
US	35	019	Guadalupe
US	35	021	Harding
US	35	023	Hidalgo
US	35	025	Lea
US	35	027	Lincoln
US	35	028	Los Alamos
US	35	029	Luna
US	35	031	Mckinley
US	35	033	Mora
US	35	035	Otero
US	35	037	Quay
US	35	039	Rio Arriba
US	35	041	Roosevelt
US	35	043	Sandoval
US	35	045	San Juan
US	35	047	San Miguel
US	35	049	Santa Fe
US	35	051	Sierra
US	35	053	Socorro
US	35	055	Taos
US	35	057	Torrance
US	35	059	Union
US	35	061	Valencia
US	36	001	Albany
US	36	003	Allegany
US	36	005	Bronx
US	36	007	Broome
US	36	009	Cattaraugus
US	36	011	Cayuga
US	36	013	Chautauqua
US	36	015	Chemung
US	36	017	Chenango
US	36	019	Clinton
US	36	021	Columbia
US	36	023	Cortland
US	36	025	Delaware
US	36	027	Dutchess
US	36	029	Erie
US	36	031	Essex
US	36	033	Franklin
US	36	035	Fulton
US	36	037	Genesee
US	36	039	Greene
US	36	041	Hamilton
US	36	043	Herkimer
US	36	045	Jefferson
US	36	047	Kings
US	36	049	Lewis
US	36	051	Livingston
US	36	053	Madison
US	36	055	Monroe
US	36	057	Montgomery
US	36	059	Nassau
US	36	061	New York
US	36	063	Niagara
US	36	065	Oneida
US	36	067	Onondaga
US	36	069	Ontario
US	36	071	Orange
US	36	073	Orleans
US	36	075	Oswego
US	36	077	Otsego
US	36	079	Putnam
US	36	081	Queens
US	36	083	Rensselaer
US	36	085	Richmond
US	36	087	Rockland
US	36	089	St. Lawrence
US	36	091	Saratoga
US	36	093	Schenectady
US	36	095	Schoharie
US	36	097	Schuyler
US	36	099	Seneca
US	36	101	Steuben
US	36	103	Suffolk
US	36	105	Sullivan
US	36	107	Tioga
US	36	109	Tompkins
US	36	111	Ulster
US	36	113	Warren
US	36	115	Washington
US	36	117	Wayne
US	36	119	Westchester
US	36	121	Wyoming
US	36	123	Yates
US	37	001	Alamance
US	37	003	Alexander
US	37	005	Alleghany
US	37	007	Anson
US	37	009	Ashe
US	37	011	Avery
US	37	013	Beaufort
US	37	015	Bertie
US	37	017	Bladen
US	37	019	Brunswick
US	37	021	Buncombe
US	37	023	Burke
US	37	025	Cabarrus
US	37	027	Caldwell
US	37	029	Camden
US	37	031	Carteret
US	37	033	Caswell
US	37	035	Catawba
US	37	037	Chatham
US	37	039	Cherokee
US	37	041	Chowan
US	37	043	Clay
US	37	045	Cleveland
US	37	047	Columbus
US	37	049	Craven
US	37	051	Cumberland
US	37	053	Currituck
US	37	055	Dare
US	37	057	Davidson
US	37	059	Davie
US	37	061	Duplin
US	37	063	Durham
US	37	065	Edgecombe
US	37	067	Forsyth
US	37	069	Franklin
US	37	071	Gaston
US	37	073	Gates
US	37	075	Graham
US	37	077	Granville
US	37	079	Greene
US	37	081	Guilford
US	37	083	Halifax
US	37	085	Harnett
US	37	087	Haywood
US	37	089	Henderson
US	37	091	Hertford
US	37	093	Hoke
US	37	095	Hyde
US	37	097	Iredell
US	37	099	Jackson
US	37	101	Johnston
US	37	103	Jones
US	37	105	Lee
US	37	107	Lenoir
US	37	109	Lincoln
US	37	111	Mcdowell
US	37	113	Macon
US	37	115	Madison
US	37	117	Martin
US	37	119	Mecklenburg
US	37	121	Mitchell
US	37	123	Montgomery
US	37	125	Moore
US	37	127	Nash
US	37	129	New Hanover
US	37	131	Northampton
US	37	133	Onslow
US	37	135	Orange
US	37	137	Pamlico
US	37	139	Pasquotank
US	37	141	Pender
US	37	143	Perquimans
US	37	145	Person
US	37	147	Pitt
US	37	149	Polk
US	37	151	Randolph
US	37	153	Richmond
US	37	155	Robeson
US	37	157	Rockingham
US	37	159	Rowan
US	37	161	Rutherford
US	37	163	Sampson
US	37	165	Scotland
US	37	167	Stanly
US	37	169	Stokes
US	37	171	Surry
US	37	173	Swain
US	37	175	Transylvania
US	37	177	Tyrrell
US	37	179	Union
US	37	181	Vance
US	37	183	Wake
US	37	185	Warren
US	37	187	Washington
US	37	189	Watauga
US	37	191	Wayne
US	37	193	Wilkes
US	37	195	Wilson
US	37	197	Yadkin
US	37	199	Yancey
US	38	001	Adams
US	38	003	Barnes
US	38	005	Benson
US	38	007	Billings
US	38	009	Bottineau
US	38	011	Bowman
US	38	013	Burke
US	38	015	Burleigh
US	38	017	Cass
US	38	019	Cavalier
US	38	021	Dickey
US	38	023	Divide
US	38	025	Dunn
US	38	027	Eddy
US	38	029	Emmons
US	38	031	Foster
US	38	033	Golden Valley
US	38	035	Grand Forks
US	38	037	Grant
US	38	039	Griggs
US	38	041	Hettinger
US	38	043	Kidder
US	38	045	Lamoure
US	38	047	Logan
US	38	049	Mchenry
US	38	051	Mcintosh
US	38	053	Mckenzie
US	38	055	Mclean
US	38	057	Mercer
US	38	059	Morton
US	38	061	Mountrail
US	38	063	Nelson
US	38	065	Oliver
US	38	067	Pembina
US	38	069	Pierce
US	38	071	Ramsey
US	38	073	Ransom
US	38	075	Renville
US	38	077	Richland
US	38	079	Rolette
US	38	081	Sargent
US	38	083	Sheridan
US	38	085	Sioux
US	38	087	Slope
US	38	089	Stark
US	38	091	Steele
US	38	093	Stutsman
US	38	095	Towner
US	38	097	Traill
US	38	099	Walsh
US	38	101	Ward
US	38	103	Wells
US	38	105	Williams
US	39	001	Adams
US	39	003	Allen
US	39	005	Ashland
US	39	007	Ashtabula
US	39	009	Athens
US	39	011	Auglaize
US	39	013	Belmont
US	39	015	Brown
US	39	017	Butler
US	39	019	Carroll
US	39	021	Champaign
US	39	023	Clark
US	39	025	Clermont
US	39	027	Clinton
US	39	029	Columbiana
US	39	031	Coshocton
US	39	033	Crawford
US	39	035	Cuyahoga
US	39	037	Darke
US	39	039	Defiance
US	39	041	Delaware
US	39	043	Erie
US	39	045	Fairfield
US	39	047	Fayette
US	39	049	Franklin
US	39	051	Fulton
US	39	053	Gallia
US	39	055	Geauga
US	39	057	Greene
US	39	059	Guernsey
US	39	061	Hamilton
US	39	063	Hancock
US	39	065	Hardin
US	39	067	Harrison
US	39	069	Henry
US	39	071	Highland
US	39	073	Hocking
US	39	075	Holmes
US	39	077	Huron
US	39	079	Jackson
US	39	081	Jefferson
US	39	083	Knox
US	39	085	Lake
US	39	087	Lawrence
US	39	089	Licking
US	39	091	Logan
US	39	093	Lorain
US	39	095	Lucas
US	39	097	Madison
US	39	099	Mahoning
US	39	101	Marion
US	39	103	Medina
US	39	105	Meigs
US	39	107	Mercer
US	39	109	Miami
US	39	111	Monroe
US	39	113	Montgomery
US	39	115	Morgan
US	39	117	Morrow
US	39	119	Muskingum
US	39	121	Noble
US	39	123	Ottawa
US	39	125	Paulding
US	39	127	Perry
US	39	129	Pickaway
US	39	131	Pike
US	39	133	Portage
US	39	135	Preble
US	39	137	Putnam
US	39	139	Richland
US	39	141	Ross
US	39	143	Sandusky
US	39	145	Scioto
US	39	147	Seneca
US	39	149	Shelby
US	39	151	Stark
US	39	153	Summit
US	39	155	Trumbull
US	39	157	Tuscarawas
US	39	159	Union
US	39	161	Van Wert
US	39	163	Vinton
US	39	165	Warren
US	39	167	Washington
US	39	169	Wayne
US	39	171	Williams
US	39	173	Wood
US	39	175	Wyandot
US	40	001	Adair
US	40	003	Alfalfa
US	40	005	Atoka
US	40	007	Beaver
US	40	009	Beckham
US	40	011	Blaine
US	40	013	Bryan
US	40	015	Caddo
US	40	017	Canadian
US	40	019	Carter
US	40	021	Cherokee
US	40	023	Choctaw
US	40	025	Cimarron
US	40	027	Cleveland
US	40	029	Coal
US	40	031	Comanche
US	40	033	Cotton
US	40	035	Craig
US	40	037	Creek
US	40	039	Custer
US	40	041	Delaware
US	40	043	Dewey
US	40	045	Ellis
US	40	047	Garfield
US	40	049	Garvin
US	40	051	Grady
US	40	053	Grant
US	40	055	Greer
US	40	057	Harmon
US	40	059	Harper
US	40	061	Haskell
US	40	063	Hughes
US	40	065	Jackson
US	40	067	Jefferson
US	40	069	Johnston
US	40	071	Kay
US	40	073	Kingfisher
US	40	075	Kiowa
US	40	077	Latimer
US	40	079	Le Flore
US	40	081	Lincoln
US	40	083	Logan
US	40	085	Love
US	40	087	Mcclain
US	40	089	Mccurtain
US	40	091	Mcintosh
US	40	093	Major
US	40	095	Marshall
US	40	097	Mayes
US	40	099	Murray
US	40	101	Muskogee
US	40	103	Noble
US	40	105	Nowata
US	40	107	Okfuskee
US	40	109	Oklahoma
US	40	111	Okmulgee
US	40	113	Osage
US	40	115	Ottawa
US	40	117	Pawnee
US	40	119	Payne
US	40	121	Pittsburg
US	40	123	Pontotoc
US	40	125	Pottawatomie
US	40	127	Pushmataha
US	40	129	Roger Mills
US	40	131	Rogers
US	40	133	Seminole
US	40	135	Sequoyah
US	40	137	Stephens
US	40	139	Texas
US	40	141	Tillman
US	40	143	Tulsa
US	40	145	Wagoner
US	40	147	Washington
US	40	149	Washita
US	40	151	Woods
US	40	153	Woodward
US	41	001	Baker
US	41	003	Benton
US	41	005	Clackamas
US	41	007	Clatsop
US	41	009	Columbia
US	41	011	Coos
US	41	013	Crook
US	41	015	Curry
US	41	017	Deschutes
US	41	019	Douglas
US	41	021	Gilliam
US	41	023	Grant
US	41	025	Harney
US	41	027	Hood River
US	41	029	Jackson
US	41	031	Jefferson
US	41	033	Josephine
US	41	035	Klamath
US	41	037	Lake
US	41	039	Lane
US	41	041	Lincoln
US	41	043	Linn
US	41	045	Malheur
US	41	047	Marion
US	41	049	Morrow
US	41	051	Multnomah
US	41	053	Polk
US	41	055	Sherman
US	41	057	Tillamook
US	41	059	Umatilla
US	41	061	Union
US	41	063	Wallowa
US	41	065	Wasco
US	41	067	Washington
US	41	069	Wheeler
US	41	071	Yamhill
US	42	001	Adams
US	42	003	Allegheny
US	42	005	Armstrong
US	42	007	Beaver
US	42	009	Bedford
US	42	011	Berks
US	42	013	Blair
US	42	015	Bradford
US	42	017	Bucks
US	42	019	Butler
US	42	021	Cambria
US	42	023	Cameron
US	42	025	Carbon
US	42	027	Centre
US	42	029	Chester
US	42	031	Clarion
US	42	033	Clearfield
US	42	035	Clinton
US	42	037	Columbia
US	42	039	Crawford
US	42	041	Cumberland
US	42	043	Dauphin
US	42	045	Delaware
US	42	047	Elk
US	42	049	Erie
US	42	051	Fayette
US	42	053	Forest
US	42	055	Franklin
US	42	057	Fulton
US	42	059	Greene
US	42	061	Huntingdon
US	42	063	Indiana
US	42	065	Jefferson
US	42	067	Juniata
US	42	069	Lackawanna
US	42	071	Lancaster
US	42	073	Lawrence
US	42	075	Lebanon
US	42	077	Lehigh
US	42	079	Luzerne
US	42	081	Lycoming
US	42	083	Mckean
US	42	085	Mercer
US	42	087	Mifflin
US	42	089	Monroe
US	42	091	Montgomery
US	42	093	Montour
US	42	095	Northampton
US	42	097	Northumberland
US	42	099	Perry
US	42	101	Philadelphia
US	42	103	Pike
US	42	105	Potter
US	42	107	Schuylkill
US	42	109	Snyder
US	42	111	Somerset
US	42	113	Sullivan
US	42	115	Susquehanna
US	42	117	Tioga
US	42	119	Union
US	42	121	Venango
US	42	123	Warren
US	42	125	Washington
US	42	127	Wayne
US	42	129	Westmoreland
US	42	131	Wyoming
US	42	133	York
US	44	001	Bristol
US	44	003	Kent
US	44	005	Newport
US	44	007	Providence
US	44	009	Washington
US	45	001	Abbeville
US	45	003	Aiken
US	45	005	Allendale
US	45	007	Anderson
US	45	009	Bamberg
US	45	011	Barnwell
US	45	013	Beaufort
US	45	015	Berkeley
US	45	017	Calhoun
US	45	019	Charleston
US	45	021	Cherokee
US	45	023	Chester
US	45	025	Chesterfield
US	45	027	Clarendon
US	45	029	Colleton
US	45	031	Darlington
US	45	033	Dillon
US	45	035	Dorchester
US	45	037	Edgefield
US	45	039	Fairfield
US	45	041	Florence
US	45	043	Georgetown
US	45	045	Greenville
US	45	047	Greenwood
US	45	049	Hampton
US	45	051	Horry
US	45	053	Jasper
US	45	055	Kershaw
US	45	057	Lancaster
US	45	059	Laurens
US	45	061	Lee
US	45	063	Lexington
US	45	065	Mccormick
US	45	067	Marion
US	45	069	Marlboro
US	45	071	Newberry
US	45	073	Oconee
US	45	075	Orangeburg
US	45	077	Pickens
US	45	079	Richland
US	45	081	Saluda
US	45	083	Spartanburg
US	45	085	Sumter
US	45	087	Union
US	45	089	Williamsburg
US	45	091	York
US	46	003	Aurora
US	46	005	Beadle
US	46	007	Bennett
US	46	009	Bon Homme
US	46	011	Brookings
US	46	013	Brown
US	46	015	Brule
US	46	017	Buffalo
US	46	019	Butte
US	46	021	Campbell
US	46	023	Charles Mix
US	46	025	Clark
US	46	027	Clay
US	46	029	Codington
US	46	031	Corson
US	46	033	Custer
US	46	035	Davison
US	46	037	Day
US	46	039	Deuel
US	46	041	Dewey
US	46	043	Douglas
US	46	045	Edmunds
US	46	047	Fall River
US	46	049	Faulk
US	46	051	Grant
US	46	053	Gregory
US	46	055	Haakon
US	46	057	Hamlin
US	46	059	Hand
US	46	061	Hanson
US	46	063	Harding
US	46	065	Hughes
US	46	067	Hutchinson
US	46	069	Hyde
US	46	071	Jackson
US	46	073	Jerauld
US	46	075	Jones
US	46	077	Kingsbury
US	46	079	Lake
US	46	081	Lawrence
US	46	083	Lincoln
US	46	085	Lyman
US	46	087	Mccook
US	46	089	Mcpherson
US	46	091	Marshall
US	46	093	Meade
US	46	095	Mellette
US	46	097	Miner
US	46	099	Minnehaha
US	46	101	Moody
US	46	102	Oglala Lakota
US	46	103	Pennington
US	46	105	Perkins
US	46	107	Potter
US	46	109	Roberts
US	46	111	Sanborn
US	46	113	Shannon
US	46	115	Spink
US	46	117	Stanley
US	46	119	Sully
US	46	121	Todd
US	46	123	Tripp
US	46	125	Turner
US	46	127	Union
US	46	129	Walworth
US	46	135	Yankton
US	46	137	Ziebach
US	47	001	Anderson
US	47	003	Bedford
US	47	005	Benton
US	47	007	Bledsoe
US	47	009	Blount
US	47	011	Bradley
US	47	013	Campbell
US	47	015	Cannon
US	47	017	Carroll
US	47	019	Carter
US	47	021	Cheatham
US	47	023	Chester
US	47	025	Claiborne
US	47	027	Clay
US	47	029	Cocke
US	47	031	Coffee
US	47	033	Crockett
US	47	035	Cumberland
US	47	037	Davidson
US	47	039	Decatur
US	47	041	Dekalb
US	47	043	Dickson
US	47	045	Dyer
US	47	047	Fayette
US	47	049	Fentress
US	47	051	Franklin
US	47	053	Gibson
US	47	055	Giles
US	47	057	Grainger
US	47	059	Greene
US	47	061	Grundy
US	47	063	Hamblen
US	47	065	Hamilton
US	47	067	Hancock
US	47	069	Hardeman
US	47	071	Hardin
US	47	073	Hawkins
US	47	075	Haywood
US	47	077	Henderson
US	47	079	Henry
US	47	081	Hickman
US	47	083	Houston
US	47	085	Humphreys
US	47	087	Jackson
US	47	089	Jefferson
US	47	091	Johnson
US	47	093	Knox
US	47	095	Lake
US	47	097	Lauderdale
US	47	099	Lawrence
US	47	101	Lewis
US	47	103	Lincoln
US	47	105	Loudon
US	47	107	Mcminn
US	47	109	Mcnairy
US	47	111	Macon
US	47	113	Madison
US	47	115	Marion
US	47	117	Marshall
US	47	119	Maury
US	47	121	Meigs
US	47	123	Monroe
US	47	125	Montgomery
US	47	127	Moore
US	47	129	Morgan
US	47	131	Obion
US	47	133	Overton
US	47	135	Perry
US	47	137	Pickett
US	47	139	Polk
US	47	141	Putnam
US	47	143	Rhea
US	47	145	Roane
US	47	147	Robertson
US	47	149	Rutherford
US	47	151	Scott
US	47	153	Sequatchie
US	47	155	Sevier
US	47	157	Shelby
US	47	159	Smith
US	47	161	Stewart
US	47	163	Sullivan
US	47	165	Sumner
US	47	167	Tipton
US	47	169	Trousdale
US	47	171	Unicoi
US	47	173	Union
US	47	175	Van Buren
US	47	177	Warren
US	47	179	Washington
US	47	181	Wayne
US	47	183	Weakley
US	47	185	White
US	47	187	Williamson
US	47	189	Wilson
US	48	001	Anderson
US	48	003	Andrews
US	48	005	Angelina
US	48	007	Aransas
US	48	009	Archer
US	48	011	Armstrong
US	48	013	Atascosa
US	48	015	Austin
US	48	017	Bailey
US	48	019	Bandera
US	48	021	Bastrop
US	48	023	Baylor
US	48	025	Bee
US	48	027	Bell
US	48	029	Bexar
US	48	031	Blanco
US	48	033	Borden
US	48	035	Bosque
US	48	037	Bowie
US	48	039	Brazoria
US	48	041	Brazos
US	48	043	Brewster
US	48	045	Briscoe
US	48	047	Brooks
US	48	049	Brown
US	48	051	Burleson
US	48	053	Burnet
US	48	055	Caldwell
US	48	057	Calhoun
US	48	059	Callahan
US	48	061	Cameron
US	48	063	Camp
US	48	065	Carson
US	48	067	Cass
US	48	069	Castro
US	48	071	Chambers
US	48	073	Cherokee
US	48	075	Childress
US	48	077	Clay
US	48	079	Cochran
US	48	081	Coke
US	48	083	Coleman
US	48	085	Collin
US	48	087	Collingsworth
US	48	089	Colorado
US	48	091	Comal
US	48	093	Comanche
US	48	095	Concho
US	48	097	Cooke
US	48	099	Coryell
US	48	101	Cottle
US	48	103	Crane
US	48	105	Crockett
US	48	107	Crosby
US	48	109	Culberson
US	48	111	Dallam
US	48	113	Dallas
US	48	115	Dawson
US	48	117	Deaf Smith
US	48	119	Delta
US	48	121	Denton
US	48	123	Dewitt
US	48	125	Dickens
US	48	127	Dimmit
US	48	129	Donley
US	48	131	Duval
US	48	133	Eastland
US	48	135	Ector
US	48	137	Edwards
US	48	139	Ellis
US	48	141	El Paso
US	48	143	Erath
US	48	145	Falls
US	48	147	Fannin
US	48	149	Fayette
US	48	151	Fisher
US	48	153	Floyd
US	48	155	Foard
US	48	157	Fort Bend
US	48	159	Franklin
US	48	161	Freestone
US	48	163	Frio
US	48	165	Gaines
US	48	167	Galveston
